date,b1_equalweight
2019-04-10,151.2660101686966
2019-04-11,151.4509315048731
2019-04-12,152.66547368792027
2019-04-15,152.28312602862584
2019-04-16,152.2265263810027
2019-04-17,151.33727158104355
2019-04-18,151.6679728235576
2019-04-22,151.26844257057638
2019-04-23,152.7131733632168
2019-04-24,152.70261749096326
2019-04-25,151.890986145892
2019-04-26,152.82966658968647
2019-04-29,152.83126908726408
2019-04-30,153.31827944162205
2019-05-01,151.7855135020912
2019-05-02,151.76435054117786
2019-05-03,153.1268425052717
2019-05-06,152.39638696322098
2019-05-07,149.97017798407492
2019-05-08,149.70376249422173
2019-05-09,149.55891293398017
2019-05-10,150.12822496072454
2019-05-13,146.4500914550173
2019-05-14,147.84737167565848
2019-05-15,148.2796728128594
2019-05-16,149.26050628326985
2019-05-17,148.30135197901603
2019-05-20,147.40126849349303
2019-05-21,149.0310360305572
2019-05-22,148.2714265212195
2019-05-23,146.40472035062024
2019-05-24,146.6449730310173
2019-05-28,145.1189828807329
2019-05-29,144.08468336350035
2019-05-30,144.21642353029128
2019-05-31,142.56809938002039
2019-06-03,143.43528769177098
2019-06-04,146.68984974859154
2019-06-05,147.74926850356022
2019-06-06,148.37782443252792
2019-06-07,149.38597808830198
2019-06-10,149.94116677942955
2019-06-11,149.83633068029113
2019-06-12,149.56405532026974
2019-06-13,150.5887073636259
2019-06-14,150.08924859701276
2019-06-17,149.98777978100966
2019-06-18,151.49119983631962
2019-06-19,152.05906944895335
2019-06-20,153.4518523935395
2019-06-21,153.10870031219847
2019-06-24,152.42950611340333
2019-06-25,151.44855780214348
2019-06-26,151.1539647386554
2019-06-27,152.16625621856045
2019-06-28,153.56799037198658
2019-07-01,154.5567867909657
2019-07-02,154.52931986439867
2019-07-03,155.90516993429983
2019-07-05,155.73282436195578
2019-07-08,154.89035497524546
2019-07-09,154.8686649200319
2019-07-10,155.0389177913291
2019-07-11,155.3324475546919
2019-07-12,156.4695789272965
2019-07-15,156.30775392492708
2019-07-16,156.08022107356527
2019-07-17,154.72662089159522
2019-07-18,155.33433881288084
2019-07-19,154.6361858264204
2019-07-22,154.62719194632746
2019-07-23,156.03541703895402
2019-07-24,157.09149112910345
2019-07-25,156.0468192985145
2019-07-26,156.88467734160636
2019-07-29,156.52184650958316
2019-07-30,156.55908862162835
2019-07-31,155.07619470543108
2019-08-01,153.06930194191713
2019-08-02,151.88519121584497
2019-08-05,147.5440975582006
2019-08-06,149.15342024532782
2019-08-07,149.36560868891445
2019-08-08,152.08643567000243
2019-08-09,150.7128970303704
2019-08-12,148.66634412917622
2019-08-13,150.55542251085407
2019-08-14,145.88836031744577
2019-08-15,145.884525917527
2019-08-16,148.2049256561863
2019-08-19,150.02710569596394
2019-08-20,148.71705498120718
2019-08-21,149.93660883891502
2019-08-22,150.04339656536055
2019-08-23,145.92051230805046
2019-08-26,147.19636227095967
2019-08-27,146.38225903253334
2019-08-28,147.67373955964177
2019-08-29,149.70279727181463
2019-08-30,149.96733148661934
2019-09-03,148.8824247895261
