sleeve,ic,ic_ir,gross_ann,net_ann,turnover_ann,verdict,kills
B2_value,0.0015037888072778269,0.010861881144632768,-0.015570482442422599,-0.01768213166821949,1.1574773027013978,DEAD,net≤0;IC-IR<0.2
B3_quality,0.020683066751352706,0.22030854430228636,0.04624434312801346,0.044096381606224484,0.992302621427668,SURVIVE(보수적 추가검증 필요),
B4_momentum,0.014040028508037136,0.09839070597907469,0.08238726064303073,0.07631800625219139,3.0093534669468203,DEAD,IC-IR<0.2
B5_lowvol,0.02259757081071336,0.11716142201845099,-0.04779198120179,-0.05106037960929889,1.4185895661903172,DEAD,net≤0;IC-IR<0.2;소형집중
