date,b0_capweight
2016-04-27,104.94323573649633
2016-04-28,104.01196384932331
2016-04-29,103.50438327192852
2016-05-02,104.33614388142195
2016-05-03,103.45805078827449
2016-05-04,102.90037504621301
2016-05-05,102.89426318221487
2016-05-06,103.25378508909758
2016-05-09,103.3607277075299
2016-05-10,104.65058895809176
2016-05-11,103.66305065679467
2016-05-12,103.64163363986917
2016-05-13,102.76944523948147
2016-05-16,103.78569967873746
2016-05-17,102.82571546964334
2016-05-18,102.83865429309944
2016-05-19,102.51435473076441
2016-05-20,103.15233004608652
2016-05-23,102.93736238922705
2016-05-24,104.35659926381578
2016-05-25,105.06370458991888
2016-05-26,105.0658763471261
2016-05-27,105.53160592385221
2016-05-31,105.41738675466956
2016-06-01,105.55992383046262
2016-06-02,105.86048378061216
2016-06-03,105.55291240979008
2016-06-06,106.06083176649813
2016-06-07,106.18194007651839
2016-06-08,106.56607765765497
2016-06-09,106.38445112336858
2016-06-10,105.41393451667605
2016-06-13,104.58663011817008
2016-06-14,104.41071698429705
2016-06-15,104.23434239960959
2016-06-16,104.5736556419255
2016-06-17,104.21903669951567
2016-06-20,104.83240685631506
2016-06-21,105.12908020312375
2016-06-22,104.96136826390287
2016-06-23,106.36433451160106
2016-06-24,102.532721133461
2016-06-27,100.65124417874522
2016-06-28,102.4754705905322
2016-06-29,104.26325196806471
2016-06-30,105.6617656119174
2016-07-01,105.88434731427554
2016-07-05,105.19004733942903
2016-07-06,105.78820933026948
2016-07-07,105.71180373082522
2016-07-08,107.31386976340562
2016-07-11,107.6815442052541
2016-07-12,108.41031797564341
2016-07-13,108.45327603985079
2016-07-14,109.01532807143495
2016-07-15,108.91373941545322
2016-07-18,109.19094695756876
2016-07-19,109.04418213935638
2016-07-20,109.51164965492545
2016-07-21,109.10372180635876
2016-07-22,109.59618578224442
2016-07-25,109.27878408954838
2016-07-26,109.29099354956902
2016-07-27,109.14473870640353
2016-07-28,109.34028915621994
2016-07-29,109.52653746351363
2016-08-01,109.39200728548539
2016-08-02,108.70839995121182
2016-08-03,109.06305769423068
2016-08-04,109.12253342320437
2016-08-05,110.06119529891087
2016-08-08,109.96615293193676
2016-08-09,110.016709521528
2016-08-10,109.77253787994498
2016-08-11,110.29815643995987
2016-08-12,110.22499256906619
2016-08-15,110.509988614144
2016-08-16,109.9214170592853
2016-08-17,110.17306274226492
2016-08-18,110.42124401857001
2016-08-19,110.26000063180733
2016-08-22,110.21376422165527
2016-08-23,110.41302563412314
2016-08-24,109.8625697556484
2016-08-25,109.7052893748707
2016-08-26,109.52131760300952
2016-08-29,110.111275087028
2016-08-30,109.89177228817617
2016-08-31,109.66894581679689
2016-09-01,109.67817298906905
2016-09-02,110.13535202515246
2016-09-06,110.48495980314726
2016-09-07,110.48451704882224
2016-09-08,110.2452414532603
2016-09-09,107.56091626392542
2016-09-12,109.1570388998416
2016-09-13,107.58329138539163
2016-09-14,107.51450227491131
2016-09-15,108.60256752704434
2016-09-16,108.18720531839814
2016-09-19,108.19548014990193
2016-09-20,108.22888667614133
2016-09-21,109.38287161704069
2016-09-22,110.09604741109567
2016-09-23,109.47739835441396
2016-09-26,108.54475418863973
2016-09-27,109.26763564766229
2016-09-28,109.85366261781286
2016-09-29,108.83514211114628
2016-09-30,109.70233670462696
2016-10-03,109.35993877206006
2016-10-04,108.82605271647571
2016-10-05,109.32122159857505
2016-10-06,109.3552839048613
2016-10-07,108.99711396035403
2016-10-10,109.50466332996679
2016-10-11,108.14977661772637
2016-10-12,108.29100536804123
2016-10-13,107.96860763116766
2016-10-14,107.99787319876206
2016-10-17,107.67506148471989
2016-10-18,108.33938391220137
2016-10-19,108.59058930472818
2016-10-20,108.45016193681099
2016-10-21,108.4576613754796
2016-10-24,108.98872258229284
2016-10-25,108.57625821493758
2016-10-26,108.3895309458013
2016-10-27,108.07033604373727
2016-10-28,107.76589149544891
2016-10-31,107.77401782438127
2016-11-01,107.02060410572201
2016-11-02,106.31722830823033
2016-11-03,105.86982011832396
2016-11-04,105.68580364610172
2016-11-07,108.03387055599667
2016-11-08,108.50434543759062
2016-11-09,109.67655293174955
2016-11-10,109.79450427452753
2016-11-11,109.64675446602996
2016-11-14,109.54916832281795
2016-11-15,110.45132140543069
2016-11-16,110.36536179431698
2016-11-17,110.87248514281848
2016-11-18,110.60529361261675
2016-11-21,111.46365351844354
2016-11-22,111.71092955895114
2016-11-23,111.76622126803062
2016-11-25,112.21646337341878
2016-11-28,111.67960090687095
2016-11-29,111.86325432817866
2016-11-30,111.48865284061536
2016-12-01,111.0806022784214
2016-12-02,111.12890314797485
2016-12-05,111.80773958289399
2016-12-06,112.1909734461209
2016-12-07,113.70697090095679
2016-12-08,113.95169037944457
2016-12-09,114.62873700367885
2016-12-12,114.51096591559102
2016-12-13,115.28701401981161
2016-12-14,114.37263525843132
2016-12-15,114.79551489607681
2016-12-16,114.58612182194868
2016-12-19,114.8078488706474
2016-12-20,115.24492348661614
2016-12-21,114.96509870630675
2016-12-22,114.73628901958094
2016-12-23,114.8824688498172
2016-12-27,115.14050190237276
2016-12-28,114.21267701281424
2016-12-29,114.17918112535033
2016-12-30,113.65036300538874
2017-01-03,114.6236535001169
2017-01-04,115.32484247108077
2017-01-05,115.24947567906024
2017-01-06,115.68837890148806
2017-01-09,115.28784622007018
2017-01-10,115.28180277144806
2017-01-11,115.64033671672478
2017-01-12,115.40806967743563
2017-01-13,115.61462541220507
2017-01-17,115.30790200691924
2017-01-18,115.53012391150602
2017-01-19,115.11192887590579
2017-01-20,115.5019543840201
2017-01-23,115.19601796264146
2017-01-24,115.96453115565102
2017-01-25,116.88750398091273
2017-01-26,116.7980715484457
2017-01-27,116.67083490298701
2017-01-30,116.00711152809204
2017-01-31,115.9095369708132
2017-02-01,115.94809245091922
2017-02-02,116.02081223211644
2017-02-03,116.8632395934502
2017-02-06,116.61890474755268
2017-02-07,116.67473113276994
2017-02-08,116.78897674128235
2017-02-09,117.48823333789299
2017-02-10,117.91482657179239
2017-02-13,118.54998101429105
2017-02-14,119.0555651510002
2017-02-15,119.64991251142769
2017-02-16,119.54823641916674
2017-02-17,119.78910285382725
2017-02-21,120.51582183777178
2017-02-22,120.40788160481954
2017-02-23,120.454858672794
2017-02-24,120.6639069823487
2017-02-27,120.79685379001643
2017-02-28,120.48017038153421
2017-03-01,122.1426353521144
2017-03-02,121.4507322380496
2017-03-03,121.50275786152007
2017-03-06,121.11284165602078
2017-03-07,120.77085147003011
2017-03-08,120.5454199641742
2017-03-09,120.64868393368963
2017-03-10,121.03920470729749
2017-03-13,121.12556764455296
2017-03-14,120.73378961752162
2017-03-15,121.73974401549698
2017-03-16,121.57592568575683
2017-03-17,121.4066322311209
2017-03-20,121.15109736938874
2017-03-21,119.66880751996642
2017-03-22,119.88398970949359
2017-03-23,119.77022789400039
2017-03-24,119.66680964899211
2017-03-27,119.53974583246281
2017-03-28,120.4166322399647
2017-03-29,120.58453960188649
2017-03-30,120.94273885858429
2017-03-31,120.67362974693756
2017-04-03,120.48404025410169
2017-04-04,120.56670006616815
2017-04-05,120.20831076080114
2017-04-06,120.46054537632222
2017-04-07,120.36530590053133
2017-04-10,120.46197105776842
2017-04-11,120.30302223113657
2017-04-12,119.85928961117399
2017-04-13,119.03924280896386
2017-04-17,120.07568256860266
2017-04-18,119.74181643887603
2017-04-19,119.55973010210728
2017-04-20,120.48253754718927
2017-04-21,120.10121105584761
2017-04-24,121.4077562573495
2017-04-25,122.14407467329542
2017-04-26,122.09361853831798
2017-04-27,122.17593659874198
2017-04-28,121.96789235701793
2017-05-01,122.17535827148355
2017-05-02,122.31883485465319
2017-05-03,122.17856009276407
2017-05-04,122.26408241777298
2017-05-05,122.76537608215298
2017-05-08,122.76636796768642
2017-05-09,122.64335952259457
2017-05-10,122.83940556878666
2017-05-11,122.59992754971603
2017-05-12,122.40161372741889
2017-05-15,122.99022342455676
2017-05-16,122.9050726005895
2017-05-17,120.75544997551243
2017-05-18,121.21088359530654
2017-05-19,122.04862597343978
2017-05-22,122.67415341267962
2017-05-23,122.90016147860945
2017-05-24,123.20283651663297
2017-05-25,123.7431243684691
2017-05-26,123.79686618507948
2017-05-30,123.64030330214449
2017-05-31,123.60725977365169
2017-06-01,124.56407640652229
2017-06-02,125.02820148561013
2017-06-05,124.89526763790997
2017-06-06,124.52717887663131
2017-06-07,124.75178620473478
2017-06-08,124.78490921251057
2017-06-09,124.66020967343938
2017-06-12,124.53874201059347
2017-06-13,125.15228236010556
2017-06-14,125.03984814655408
2017-06-15,124.7671203798386
2017-06-16,124.76227274566229
2017-06-19,125.81234899648253
2017-06-20,124.9814418187881
2017-06-21,124.94879094834324
2017-06-22,124.88959178817531
2017-06-23,125.09795245019265
2017-06-26,125.14079762249338
2017-06-27,124.13407993489287
2017-06-28,125.26294537426236
2017-06-29,124.16590414538719
2017-06-30,124.3573207167281
2017-07-03,124.62392061084117
2017-07-05,124.85980227181201
2017-07-06,123.74038083953576
2017-07-07,124.53653868312963
2017-07-10,124.64372724142918
2017-07-11,124.55878869592597
2017-07-12,125.48674469404669
2017-07-13,125.72941269286444
2017-07-14,126.3213888108965
2017-07-17,126.32468849648905
2017-07-18,126.40137665807917
2017-07-19,127.08460696320233
2017-07-20,127.09590650004374
2017-07-21,127.05659867443993
2017-07-24,126.92640502900328
2017-07-25,127.32071245513535
2017-07-26,127.3535055947156
2017-07-27,127.27632253625976
2017-07-28,127.1110489259841
2017-07-31,127.01370147922246
2017-08-01,127.3237432012374
2017-08-02,127.39211226540195
2017-08-03,127.14012726559865
2017-08-04,127.37808916455421
2017-08-07,127.58787085330215
2017-08-08,127.29609454197211
2017-08-09,127.26582818119302
2017-08-10,125.4671569852411
2017-08-11,125.6407008986481
2017-08-14,126.91035176546306
2017-08-15,126.87310858368105
2017-08-16,127.0950151326701
2017-08-17,125.13627117629309
2017-08-18,124.91114680642684
2017-08-21,125.05329847197815
2017-08-22,126.29976850807874
2017-08-23,125.87601364262535
2017-08-24,125.59570084857397
2017-08-25,125.81109151791107
2017-08-28,125.84983097915351
2017-08-29,125.97754101558208
2017-08-30,126.59784842255591
2017-08-31,127.32041183919056
2017-09-01,127.57745934304282
2017-09-05,126.6360900971841
2017-09-06,127.02564878122864
2017-09-07,127.03151083138324
2017-09-08,126.84286863668787
2017-09-11,128.20377102744055
2017-09-12,128.6366734362975
2017-09-13,128.73806412113993
2017-09-14,128.6120821497735
2017-09-15,128.83821236018778
2017-09-18,129.00631955632534
2017-09-19,129.15180180863126
2017-09-20,129.2350633721031
2017-09-21,128.82919836983373
2017-09-22,128.89284942084237
2017-09-25,128.57420542052378
2017-09-26,128.6192435421925
2017-09-27,129.16677330707557
2017-09-28,129.34100611549667
2017-09-29,129.8193299916897
2017-10-02,130.29954853694164
2017-10-03,130.588904242881
2017-10-04,130.7625664154414
2017-10-05,131.53915548445545
2017-10-06,131.440584389545
2017-10-09,131.19739980327492
2017-10-10,131.52510034293113
2017-10-11,131.77688117523442
2017-10-12,131.56863744356886
2017-10-13,131.6923804664167
2017-10-16,131.92239936948795
2017-10-17,132.0244828726705
2017-10-18,132.1207563404906
2017-10-19,132.15012949966393
2017-10-20,132.81449636173184
2017-10-23,132.271075360169
2017-10-24,132.46462982913818
2017-10-25,131.88442713684867
2017-10-26,131.9816815916926
2017-10-27,133.08518829265793
2017-10-30,132.6870252159729
2017-10-31,132.81766417326403
2017-11-01,133.04312006603737
2017-11-02,133.09007580490865
2017-11-03,133.52022760905083
2017-11-06,133.70277163873237
2017-11-07,133.68972693212416
2017-11-08,133.8900113808359
2017-11-09,133.42578230541858
2017-11-10,133.36525943503443
2017-11-13,133.49899004400189
2017-11-14,133.2325936751493
2017-11-15,132.52478852541384
2017-11-16,133.72516633985444
2017-11-17,133.3727201880334
2017-11-20,133.53735102780152
2017-11-21,134.4071056922077
2017-11-22,134.3300106722662
2017-11-24,134.61913903503748
2017-11-27,134.60661588597142
2017-11-28,135.9209682664597
2017-11-29,135.8734435682813
2017-11-30,137.03061084123186
2017-12-01,136.7609746476047
2017-12-04,136.60978126856173
2017-12-05,136.14391320898767
2017-12-06,136.16943343542567
2017-12-07,136.61817963126305
2017-12-08,137.36618923163638
2017-12-11,137.79843484603256
2017-12-12,138.0037169536791
2017-12-13,137.96218170434716
2017-12-14,137.43377428598478
2017-12-15,138.6499915093235
2017-12-18,139.40741516597325
2017-12-19,138.96576539825136
2017-12-20,138.85070661427102
2017-12-21,139.09915387182076
2017-12-22,139.04019629072474
2017-12-26,138.9126474250363
2017-12-27,139.0487698134839
2017-12-28,139.3225495913166
2017-12-29,138.60470267950848
2018-01-02,139.7507612744971
2018-01-03,140.6793716582161
2018-01-04,141.27029412314775
2018-01-05,142.26529163419966
2018-01-08,142.5339840814559
2018-01-09,142.74894378838948
2018-01-10,142.57516856246644
2018-01-11,143.54805702083544
2018-01-12,144.4901575867155
2018-01-16,144.01538411795605
2018-01-17,145.3669726910839
2018-01-18,145.16220599780965
2018-01-19,145.80308042130062
2018-01-22,146.9787912136474
2018-01-23,147.34056163769824
2018-01-24,147.25947221845507
2018-01-25,147.36885707015693
2018-01-26,149.08985558617948
2018-01-29,148.07385402851762
2018-01-30,146.5449231200661
2018-01-31,146.63036542288603
2018-02-01,146.55255691833702
2018-02-02,143.4672432190448
2018-02-05,137.5830317867848
2018-02-06,140.00718775667326
2018-02-07,139.32025586812966
2018-02-08,134.1138492146502
2018-02-09,136.15501440066615
2018-02-12,138.03981965315478
2018-02-13,138.40689010275395
2018-02-14,140.3317104635468
2018-02-15,142.02824774419315
2018-02-16,142.08667435450485
2018-02-20,141.18854912271254
2018-02-21,140.41224720863912
2018-02-22,140.58674907335137
2018-02-23,142.8168135057178
2018-02-26,144.49343437769198
2018-02-27,142.65035730039457
2018-02-28,141.10640879372426
2018-03-01,139.19884255522194
2018-03-02,139.91548315622174
2018-03-05,141.4638302760872
2018-03-06,141.8482865738988
2018-03-07,141.80341446798838
2018-03-08,142.47787554083163
2018-03-09,144.96165368049762
2018-03-12,144.7809047006931
2018-03-13,143.8694151765943
2018-03-14,143.09042162619355
2018-03-15,142.9901833488107
2018-03-16,143.2436798928236
2018-03-19,141.19962150890566
2018-03-20,141.3672145785133
2018-03-21,141.1343845342597
2018-03-22,137.58580623942788
2018-03-23,134.70242410606204
2018-03-26,138.34731605673872
2018-03-27,135.93534779875884
2018-03-28,135.58629583658876
2018-03-29,137.54225171457918
2018-04-02,134.42188545138498
2018-04-03,136.1069993808857
2018-04-04,137.69174542431094
2018-04-05,138.69522748994657
2018-04-06,135.6458499009836
2018-04-09,136.12112267511475
2018-04-10,138.40921521759657
2018-04-11,137.63692624271746
2018-04-12,138.78857497396928
2018-04-13,138.37591070116554
2018-04-16,139.50089383277728
2018-04-17,140.99909876868733
2018-04-18,141.11194994212926
2018-04-19,140.4030594239641
2018-04-20,139.2163775587767
2018-04-23,139.20917807738775
2018-04-24,137.30805925095302
2018-04-25,137.56861636553893
2018-04-26,139.063716820468
2018-04-27,139.19493974020864
2018-04-30,138.07869783780336
2018-05-01,138.43001699667298
2018-05-02,137.4050106689918
2018-05-03,137.10456402307196
2018-05-04,138.88575076448498
2018-05-07,139.35118956449415
2018-05-08,139.31048965928136
2018-05-09,140.63737436548342
2018-05-10,141.97021160418262
2018-05-11,142.27736451050785
2018-05-14,142.4206483329954
2018-05-15,141.47689523672466
2018-05-16,142.09210931510967
2018-05-17,141.99644955921713
2018-05-18,141.61950327749545
2018-05-21,142.6666694137444
2018-05-22,142.22880533858446
2018-05-23,142.70428890142648
2018-05-24,142.42457995711274
2018-05-25,142.11418294431158
2018-05-29,140.4712083059735
2018-05-30,142.31372845499718
2018-05-31,141.37414512599395
2018-06-01,142.911068449836
2018-06-04,143.57453306316202
2018-06-05,143.66903754823585
2018-06-06,144.89570002754482
2018-06-07,144.81634652371142
2018-06-08,145.2757282995977
2018-06-11,145.44413522333215
2018-06-12,145.70398031761138
2018-06-13,145.14179934669943
2018-06-14,145.53193497915288
2018-06-15,145.3964864912986
2018-06-18,145.13041112976674
2018-06-19,144.55785645830085
2018-06-20,144.78605243972686
2018-06-21,143.88909624392488
2018-06-22,144.17715332469623
2018-06-25,142.21464285571665
2018-06-26,142.5422889916253
2018-06-27,141.30393386657275
2018-06-28,142.1776031637946
2018-06-29,142.31229594033744
2018-07-02,142.74821064658298
2018-07-03,142.0229198507246
2018-07-05,143.2854744696341
2018-07-06,144.47981103000478
2018-07-09,145.86806727166314
2018-07-10,146.38329967040315
2018-07-11,145.36728440687511
2018-07-12,146.64981070024737
2018-07-13,146.825208068293
2018-07-16,146.70947974585505
2018-07-17,147.31863183426952
2018-07-18,147.6917736749222
2018-07-19,147.0973486437711
2018-07-20,146.96955342749482
2018-07-23,147.22374821035015
2018-07-24,147.9514893067505
2018-07-25,149.2796792616421
2018-07-26,148.83489575097158
2018-07-27,147.92163621705862
2018-07-30,147.0698022604093
2018-07-31,147.778472574482
2018-08-01,147.61703699768054
2018-08-02,148.36886341054077
2018-08-03,149.10722438274942
2018-08-06,149.6771550090753
2018-08-07,150.11462047243643
2018-08-08,150.08395928590113
2018-08-09,149.90800420144208
2018-08-10,148.89230578106196
2018-08-13,148.28607095501545
2018-08-14,149.25815199867188
2018-08-15,148.1169596385955
2018-08-16,149.3773341106636
2018-08-17,149.85747434937747
2018-08-20,150.23214123966875
2018-08-21,150.55943123074874
2018-08-22,150.51980601413513
2018-08-23,150.24989858448495
2018-08-24,151.18186138487752
2018-08-27,152.3887644387559
2018-08-28,152.41814023906596
2018-08-29,153.3029221968406
2018-08-30,152.62873612699937
2018-08-31,152.62363931938046
2018-09-04,152.38150264884555
2018-09-05,151.92488988554769
2018-09-06,151.39400675081765
2018-09-07,151.077077911483
2018-09-10,151.37756848550717
2018-09-11,151.98030367894424
2018-09-12,152.00621237411684
2018-09-13,152.82642173955267
2018-09-14,152.88424833892648
2018-09-17,151.9944367816295
2018-09-18,152.83009452135238
2018-09-19,153.03705834343774
2018-09-20,154.26707592758902
2018-09-21,154.16658773503133
2018-09-24,153.65516848006044
2018-09-25,153.50906070599447
2018-09-26,153.01672983953625
2018-09-27,153.47593275597953
2018-09-28,153.45059746803122
2018-10-01,153.9773527406191
2018-10-02,153.87834763938258
2018-10-03,153.99069954568208
2018-10-04,152.75461041457356
2018-10-05,151.8955324903869
2018-10-08,151.83163091151374
2018-10-09,151.65761857737445
2018-10-10,146.62544500041602
2018-10-11,143.6854369156747
2018-10-12,145.8168947678154
2018-10-15,144.9509338348459
2018-10-16,148.1159434313551
2018-10-17,148.1104153710631
2018-10-18,145.92466266073876
2018-10-19,145.87662680830442
2018-10-22,145.27742983882308
2018-10-23,144.47751032028566
2018-10-24,139.9096177443936
2018-10-25,142.66303659479
2018-10-26,140.14068115248958
2018-10-29,139.10868942907092
2018-10-30,141.32914655011135
2018-10-31,143.03312812490825
2018-11-01,144.58198955941424
2018-11-02,143.68374747072784
2018-11-05,144.47962469857754
2018-11-06,145.38580638192198
2018-11-07,148.4904874188488
2018-11-08,148.19785895140706
2018-11-09,146.8641614470098
2018-11-12,143.92679946044186
2018-11-13,143.7432718422206
2018-11-14,142.66859751845797
2018-11-15,144.1810607803264
2018-11-16,144.47647951917523
2018-11-19,141.95369290774457
2018-11-20,139.39278774995896
2018-11-21,139.88350734039875
2018-11-23,138.95096938401352
2018-11-26,141.19025098159202
2018-11-27,141.63839222624986
2018-11-28,144.9824511532937
2018-11-29,144.6952901077306
2018-11-30,145.88050298889965
2018-12-03,147.51396271170788
2018-12-04,142.71987129402794
2018-12-06,142.55792223919434
2018-12-07,139.25049640981794
2018-12-10,139.50329282215694
2018-12-11,139.4309226862261
2018-12-12,140.19315198998007
2018-12-13,140.15696246803248
2018-12-14,137.5283308836846
2018-12-17,134.7017410680231
2018-12-18,134.77455007229563
2018-12-19,132.6822653184993
2018-12-20,130.5807287586262
2018-12-21,127.8423464909757
2018-12-24,124.43925781077127
2018-12-26,130.68520363925788
2018-12-27,131.7923879949543
2018-12-28,131.66351593030305
2018-12-31,132.79014022231985
2019-01-02,132.98983542658812
2019-01-03,129.72233939119454
2019-01-04,134.18116652523284
2019-01-07,135.13211254484517
2019-01-08,136.45502740239587
2019-01-09,137.04400241292774
2019-01-10,137.64811099405551
2019-01-11,137.60705448138637
2019-01-14,136.93048739685736
2019-01-15,138.41553105170098
2019-01-16,138.73290302770297
2019-01-17,139.78943481995128
2019-01-18,141.65135928971253
2019-01-22,139.68486739538312
2019-01-23,139.99589530236392
2019-01-24,140.22611784763194
2019-01-25,141.38105575909836
2019-01-28,140.28526127629667
2019-01-29,140.09152850711237
2019-01-30,142.32163088779365
2019-01-31,143.65354928531062
2019-02-01,143.7672273775389
2019-02-04,144.75124511358746
2019-02-05,145.47017837471043
2019-02-06,145.1352905570754
2019-02-07,143.79930271653967
2019-02-08,143.9287116629704
2019-02-11,144.04306024681975
2019-02-12,145.91815770399805
2019-02-13,146.3718212983643
2019-02-14,146.0171377872495
2019-02-15,147.57838859105343
2019-02-19,147.84552622729197
2019-02-20,148.12569085803142
2019-02-21,147.60686547502965
2019-02-22,148.48017034378444
2019-02-25,148.69352410646928
2019-02-26,148.57747213618993
2019-02-27,148.52123950481175
2019-02-28,148.18532049997722
2019-03-01,149.21891490403704
2019-03-04,148.663404804128
2019-03-05,148.5201177431203
2019-03-06,147.55403097206974
2019-03-07,146.3795988877551
2019-03-08,146.08662188596352
2019-03-11,148.22019620318616
2019-03-12,148.64614986489562
2019-03-13,149.69439842730543
2019-03-14,149.61311693806996
2019-03-15,150.34830616171948
2019-03-18,150.91867627985363
2019-03-19,150.91625821462802
2019-03-20,150.47072995407098
2019-03-21,152.0744718388455
2019-03-22,149.194571819317
2019-03-25,149.10772066843762
2019-03-26,150.18176517540113
2019-03-27,149.48033672629873
2019-03-28,150.05293810984134
2019-03-29,151.06561962389287
2019-04-01,152.84191700275673
2019-04-02,152.81415664962694
2019-04-03,153.12744842473475
2019-04-04,153.49647889207597
2019-04-05,154.21459612091627
2019-04-08,154.35648324866622
2019-04-09,153.47862450446627
2019-04-10,154.02985206397165
2019-04-11,154.05749697703862
2019-04-12,155.04839409470975
2019-04-15,154.97350718938665
2019-04-16,155.04710331729203
2019-04-17,154.63055273685023
2019-04-18,154.87977760323423
2019-04-22,155.02141213701796
2019-04-23,156.4025636616252
2019-04-24,156.0666302813523
2019-04-25,156.05239286937882
2019-04-26,156.82052407215912
2019-04-29,157.0090964001459
2019-04-30,157.17966415841065
2019-05-01,155.98959840137795
2019-05-02,155.65506137331673
2019-05-03,157.20063349721306
2019-05-06,156.50668380455596
2019-05-07,153.92923951551725
2019-05-08,153.68644473890447
2019-05-09,153.27250502227483
2019-05-10,153.88497111457355
2019-05-13,150.13419966130746
2019-05-14,151.36144226918594
2019-05-15,152.31525614352518
2019-05-16,153.7149319345228
2019-05-17,152.79958870531954
2019-05-20,151.7489932067833
2019-05-21,153.05412597057384
2019-05-22,152.61076895002702
2019-05-23,150.7615754534417
2019-05-24,150.982252914706
2019-05-28,149.75590142006294
2019-05-29,148.73155143797015
2019-05-30,149.03766753762008
2019-05-31,147.0465945984651
2019-06-03,146.57708180030951
2019-06-04,149.70977032671178
2019-06-05,150.9573743156311
2019-06-06,151.93047938183614
2019-06-07,153.58765753858577
2019-06-10,154.35521097510346
2019-06-11,154.31048935478557
2019-06-12,154.00862310714405
2019-06-13,154.69221566964652
2019-06-14,154.48364276575668
2019-06-17,154.6532379935192
2019-06-18,156.12892737427018
2019-06-19,156.6000925658876
2019-06-20,158.1063426785874
2019-06-21,157.9264172805323
2019-06-24,157.64729222858503
2019-06-25,156.15012608586588
2019-06-26,155.94547913505195
2019-06-27,156.58698113437163
2019-06-28,157.51009323578862
2019-07-01,158.71063270696158
2019-07-02,159.21904730020103
2019-07-03,160.48343699639673
2019-07-05,160.2312203997651
2019-07-08,159.48413055195803
2019-07-09,159.74615831964044
2019-07-10,160.4793447647468
2019-07-11,160.83741812220782
2019-07-12,161.59423859576657
2019-07-15,161.63931765901646
2019-07-16,161.11600220194305
2019-07-17,160.05487589747116
2019-07-18,160.6307555224176
2019-07-19,159.63426600892961
2019-07-22,160.0591469651183
2019-07-23,161.15315452514977
2019-07-24,161.9019577029174
2019-07-25,161.0742806259583
2019-07-26,162.2965839392733
2019-07-29,162.01381560133004
2019-07-30,161.61650695989164
2019-07-31,159.86264293668629
2019-08-01,158.4424590852711
2019-08-02,157.28326874525507
2019-08-05,152.57765398961175
2019-08-06,154.56662360149315
2019-08-07,154.68257975044594
2019-08-08,157.62841607313126
2019-08-09,156.55300016997782
2019-08-12,154.66070737980857
2019-08-13,156.9871921209074
2019-08-14,152.4062455733799
2019-08-15,152.82221906709077
2019-08-16,155.06155647737228
2019-08-19,156.9779258882923
2019-08-20,155.70500813136022
2019-08-21,156.9847495268076
2019-08-22,156.91277520505932
2019-08-23,152.81700371551779
2019-08-26,154.51191296936042
2019-08-27,153.98738704746282
2019-08-28,155.03638121612806
2019-08-29,157.0682380348277
2019-08-30,157.20095743450094
2019-09-03,156.10358860347392
2019-09-04,157.84249294139215
2019-09-05,160.0211540163892
2019-09-06,160.15838609430728
2019-09-09,160.31674668217275
2019-09-10,160.41418441692358
2019-09-11,161.56908251543385
2019-09-12,162.0510420913147
2019-09-13,162.02133660507022
2019-09-16,161.5021067072577
2019-09-17,161.90462314712883
