,combo_tilt,aggressive
2023-10-31,-0.014987238201501302,-0.022963902205443473
2023-11-30,0.04320726605686738,0.06450792858207176
2023-12-29,0.05226684353742938,0.0692787949836143
2024-01-31,0.010411363051082314,0.013653474107532992
2024-02-29,0.0286099214200163,0.03760135190286027
2024-03-28,0.023390663789226298,0.031938969365956256
2024-04-30,-0.03096975136146559,-0.042089624716376214
2024-05-31,0.03502088859654734,0.04285016400778228
2024-06-28,0.00046153669357239767,0.0005708680558680133
2024-07-31,0.037098606197964075,0.04882122253914298
2024-08-30,0.020088923165158347,0.025964352044231635
2024-09-30,0.02387284892046354,0.032279056850822274
2024-10-31,-0.007064544500054563,-0.01071856578720306
2024-11-29,0.04335506451673539,0.06878442105822855
2024-12-31,-0.03396826767033007,-0.053079016256698225
2025-01-31,0.019496142364222747,0.026877106482665572
2025-02-28,-0.010185709210122762,-0.01400016467534113
2025-03-31,-0.01741453037504638,-0.02364776620693298
2025-04-30,0.0015074371521683772,0.0019985383805368752
2025-05-30,0.007873252159229432,0.011443826650253492
2025-06-30,0.02502044299767127,0.037848283763431495
2025-07-31,0.007849490022816572,0.011593733313625733
2025-08-29,0.024069419502818486,0.03768759814875798
2025-09-30,0.015075492586588402,0.023096862144313106
2025-10-31,0.007711132277330859,0.011975901259561711
2025-11-28,-0.0011094653825454706,-0.0017581894275414908
2025-12-31,-0.002263900309217759,-0.0043259611323640985
2026-01-30,0.02385256715827592,0.06224345181016258
2026-02-27,0.01623350510356338,0.03381447935373543
2026-03-31,-0.028392146259502968,-0.061421819567673897
2026-04-30,0.022231037687329796,0.0365872072158561
2026-05-29,0.01725703310990011,0.028014084999063153
