scen,book,lev,cagr,mdd,sharpe
Conservative −20%,CoreOnly,0.6287555881860043,0.13878280596850567,-0.199999999999933,1.0959132008273893
Conservative −20%,CoreOverlay,0.6865819694301081,0.13825319663105318,-0.20000000000022655,1.0865528512268996
Aggressive −35% ★기본,CoreOnly,1.1513252261831894,0.2024660578620947,-0.35000000000048137,0.9160825556988816
Aggressive −35% ★기본,CoreOverlay,1.2555097693074004,0.201080014028159,-0.3500000000002409,0.9080741097034586
Max Aggressive −50%,CoreOnly,1.7559713065386404,0.2629474387553259,-0.49999999999983946,0.8415775908660132
Max Aggressive −50%,CoreOverlay,1.8743064850913016,0.2572594481791668,-0.5000000000000653,0.8369643639577771
