,combo,final
2022-12-30,-0.03329838103864984,-0.08943724258200633
2023-01-31,-0.004489680555213543,-0.004850801543234332
2023-02-28,0.012588098389686442,0.014156063875255153
2023-03-31,0.015143570654864514,0.017332854852281383
2023-04-28,-0.006350212826888591,-0.009449760268213377
2023-05-31,0.03793783469476019,0.04324495413920939
2023-06-30,0.01071259578225034,0.015273349282214226
2023-07-31,0.004401236236735448,0.006227606400656598
2023-08-31,-0.02232744776582957,-0.03936153089559274
2023-09-29,-0.01124604743522038,-0.015387589693526531
2023-10-31,0.030607683741863463,0.042106166052615565
2023-11-30,0.007941059142022198,0.010109519474544557
2023-12-29,0.0424360088737934,0.06769754373536938
2024-01-31,0.041401261074546745,0.08266644204620167
2024-02-29,0.013559885953960682,0.022579974525107523
2024-03-28,-0.01906744089139305,-0.031782256125139796
2024-04-30,0.005398877312589147,0.008251855926574538
2024-05-31,0.03160641163645132,0.0492909414283854
2024-06-28,0.004764888073675935,0.007347796392964057
2024-07-31,0.017211713875394635,0.026453472497837954
2024-08-30,0.02509473727439835,0.03866920234333171
2024-09-30,0.012502246955140048,0.021955102367347264
2024-10-31,0.03473757937722019,0.06618088029273242
2024-11-29,-0.017317497699492406,-0.031229389341081788
2024-12-31,0.016315648628505777,0.025899762818698224
2025-01-31,-0.012978935362049679,-0.021985319051621637
2025-02-28,-0.021927730474114615,-0.040959095225168246
2025-03-31,-0.0053219183270206225,-0.008848528162657915
2025-04-30,0.03312930767338846,0.05830861262605168
2025-05-30,-0.004584239006272462,-0.007477025664057618
2025-06-30,0.0072077210513254684,0.012128829172267914
2025-07-31,0.009437858990584767,0.015891312024633272
2025-08-29,0.019908468940984293,0.033799310514209646
2025-09-30,0.014811941709231951,0.02539812771267209
2025-10-31,0.00736597285103049,0.012584603198267917
2025-11-28,-0.0041997832798017585,-0.008367835500741093
2025-12-31,0.012029298229595206,0.025741263895634886
2026-01-30,0.013899149061290497,0.02975300422897117
2026-02-27,-0.027023039248939326,-0.06035299540522294
2026-03-31,0.021998348143403675,0.042632609791631894
2026-04-30,0.05554134539369272,0.1054196061714767
2026-05-29,0.010329288882533236,0.015495605518517485
