t,net_1x,net_agg,lev,bench
2023-09-29,0.008343566699108497,0.012802577055254416,1.5344249667977559,-0.02470218915643256
2023-10-31,0.022016707748873442,0.03496129992082402,1.5879440432056846,0.09333376759172811
2023-11-30,-0.048978199452141144,-0.07471334121178927,1.5254407480780325,0.04957109807415696
2023-12-29,0.045806830134040445,0.06457827445098743,1.4097957501538043,0.01071869700383605
2024-01-31,0.043911572254368134,0.09008313259487696,2.051466799527222,0.06183870783452745
2024-02-29,-0.019508625691653472,-0.032760401810152405,1.6792777886024306,0.02476755327934023
2024-03-28,-0.0062315691728711264,-0.010028966702650622,1.609380627003437,-0.049518047847894965
2024-04-30,-0.0036854477354371774,-0.005895623882155084,1.5997035653134095,0.046713095122285005
2024-05-31,0.024173333917179046,0.03870254012029192,1.6010427131355487,0.03538182889986426
2024-06-28,-0.028437896725326692,-0.044736149583350475,1.5731173797923184,0.012627499764788955
2024-07-31,0.04690674543561841,0.07230312594256103,1.541422779838782,0.024509241002207083
2024-08-30,0.010727053344276656,0.015522400900182937,1.4470330669572744,0.022189364310039563
2024-09-30,0.029043919017607677,0.04209395028087616,1.4493206049554466,-0.011544366906673629
2024-10-31,0.013260042275578216,0.018958680394355984,1.4297601772562427,0.06841540009531319
2024-11-29,-0.008251186576487704,-0.011877407574996515,1.4394787301067662,-0.03469670441157847
2024-12-31,0.015303952636232483,0.0258660767170435,1.6901566106395893,0.028845331308226637
2025-01-31,-0.011819188076647117,-0.02111062680225659,1.786131726253508,-0.01608999548872201
2025-02-28,-0.021397975500746718,-0.04503814618517939,2.104785388861096,-0.06087357471583163
2025-03-31,0.026639283358673858,0.05378772946208972,2.019113229807521,-0.0080461207744081
2025-04-30,0.04815662468871029,0.09196007553755497,1.909603842295738,0.06350581121961774
2025-05-30,-0.024289862119025393,-0.04004868777037348,1.6487820134229891,0.048817996599254
2025-06-30,-0.016728504177059525,-0.025972453580765314,1.5525867289666215,0.019998335920939202
2025-07-31,-0.014574430121735185,-0.023563294123066448,1.6167557788709668,0.018080942491762585
2025-08-29,0.01815882146683279,0.031287233545482074,1.7229770997324036,0.031336938956351236
2025-09-30,-0.008584159383582248,-0.014600324635280009,1.7008450079811028,0.018354628339328494
2025-10-31,0.009045574618199246,0.01575385491838103,1.7416090832621132,-0.008538581646464951
2025-11-28,-0.024297751594737297,-0.04241940919946058,1.745816234644867,0.002255555464050236
2025-12-31,-0.010706350128834526,-0.017870638905674214,1.6691625708694788,0.013785288126973409
2026-01-30,0.0013483040243180897,0.0022764853763592237,1.6884065724795012,-0.001297601975240415
2026-02-27,-0.007839564843881937,-0.013349299254579852,1.702811255524949,-0.0493981629157354
2026-03-31,0.024569198607293896,0.04395385023574214,1.788981844230503,0.0917584745443489
2026-04-30,-0.013207173984538155,-0.0242739933703405,1.8379400013022045,0.061914585772096874
2026-05-29,0.0033405568788388257,0.008878621813286061,2.657826863996479,-0.023698310390793727
