,eq,ov,combo,combo_lev,lev
2021-01-29,-0.06933436729470015,-0.004955809925809039,-0.03714508861025459,-0.04964270153262957,1.3364539805923301
2021-02-26,-0.0014248738266130958,0.03821919009781474,0.018397158135600822,0.02379551224243925,1.2934341308069712
2021-03-31,0.010596668963389913,0.04865845964816449,0.0296275643057772,0.0380530083765625,1.2843785599055266
2021-04-30,0.02849255313686763,0.04535207154529668,0.036922312341082154,0.049339204281799456,1.336297787256988
2021-05-28,0.03325824997769501,0.013111431120405099,0.023184840549050054,0.030222218635119,1.3035335986538534
2021-06-30,0.015167663004373088,0.013236779836289753,0.01420222142033142,0.01853300288691846,1.3049369065875314
2021-07-30,0.02019449299601864,0.01338362114542632,0.01678905707072248,0.022185135930291863,1.321404521816732
2021-08-31,-0.0021885368173545647,0.02420305901973016,0.011007261101187799,0.014630732395497652,1.3291891834853307
2021-09-30,0.030475861284642174,-0.03985992161577995,-0.0046920301655688865,-0.007135220156159019,1.5207106315127255
2021-10-29,0.04136559290364812,0.06653608842308442,0.05395084066336627,0.09568355734913925,1.773532278137611
2021-11-30,0.016857106699347098,-0.01918035646196133,-0.0011616248813071158,-0.002412342303220264,2.0766964809722235
2021-12-31,-0.015380110860901136,0.05657198577609299,0.020595937457595925,0.04167100290168814,2.023263227880874
2022-01-31,0.009526368944443177,-0.03600197281741596,-0.013237801936486392,-0.02724428582183002,2.058067189141014
2022-02-28,0.02165150694420926,-0.01591236358422714,0.0028695716799910596,0.006628953338978914,2.310084597363871
2022-03-31,0.041768110633226135,0.02626058017210581,0.03401434540266597,0.07748722208356418,2.2780747701083466
2022-04-29,-0.011449088907962429,-0.026809787068009426,-0.01912943798798593,-0.03922647751545283,2.0505818069557855
2022-05-31,-0.0036963843182673947,0.021494521601662826,0.008899068641697715,0.01643705488976869,1.8470533885704377
2022-06-30,-0.022424455221392484,-0.04782495197826589,-0.035124703599829186,-0.06512638286551904,1.8541475426382175
2022-07-29,0.004078315308695326,0.0375257706450636,0.020802042976879462,0.032825111790328064,1.5779753857258974
2022-08-31,0.01816944063094046,-0.011354950459850854,0.0034072450855448036,0.005337373973472494,1.566477855120032
2022-09-30,0.022477023169976823,-0.10472993734363856,-0.04112645708683087,-0.06438149195668588,1.565451938171001
2022-10-31,-0.005450547604059299,-0.0005,-0.00297527380202965,-0.004219419792315144,1.4181618476379458
2022-11-30,-0.0030573309330552616,0.024432455207338638,0.010687562137141688,0.018175005553842313,1.700575427831205
2022-12-30,-0.08521574797957579,-0.01939931303372835,-0.05230753050665207,-0.08814362759254098,1.6851039752551793
2023-01-31,0.02103309457948834,0.01595734384789362,0.018495219213690982,0.028128647725688457,1.5208604667343648
2023-02-28,0.011532832174809991,-0.028757578429836794,-0.008612373127513402,-0.012839916159128311,1.4908685409959126
2023-03-31,0.010571321502757783,0.019742051840688585,0.015156686671723183,0.02266599326488741,1.4954451296518412
2023-04-28,-0.004785913351316483,0.01340904993959168,0.004311568294137598,0.0074860820827290925,1.7362782106241605
2023-05-31,-0.001949836211524217,-0.01325646313329016,-0.007603149672407188,-0.013376118308509316,1.7592864647993156
2023-06-30,-0.02280806390497105,0.07335749140802067,0.025274713751524812,0.04530589223779646,1.7925382927457756
2023-07-31,0.021991468959226608,0.03260250244032837,0.02729698569977749,0.04999152742972517,1.8313936923127991
2023-08-31,0.0021598746691477077,-0.023587510920329548,-0.01071381812559092,-0.01883134358514726,1.7576687754449463
2023-09-29,0.008343566699108497,-0.040571745366477376,-0.01611408933368444,-0.02813137674501285,1.745762739828419
2023-10-31,0.022016707748873442,-0.0284171737677464,-0.0032002330094364796,-0.006149311512311746,1.9215199312610558
2023-11-30,-0.048978199452141144,0.07666436989089125,0.013843085219375051,0.0265811856369898,1.9201778516675068
2023-12-29,0.045806830134040445,0.054611392518258126,0.05020911132614929,0.09529961918543871,1.898054290712091
2024-01-31,0.043911572254368134,-0.0017469524880015254,0.021082309883183305,0.042612608129757985,2.0212494914396797
2024-02-29,-0.019508625691653472,0.04607370725836174,0.013282540783354134,0.0263506106645953,1.9838531719487174
2024-03-28,-0.0062315691728711264,0.03414153561632238,0.013954983221725628,0.028660243027612782,2.0537640620730713
2024-04-30,-0.0036854477354371774,-0.04087211258961235,-0.022278780162524763,-0.04566283059988315,2.0496108973099347
2024-05-31,0.024173333917179046,0.03895781901447109,0.03156557646582507,0.05679413713220597,1.79924283003971
2024-06-28,-0.028437896725326692,0.010950081056849272,-0.00874390783423871,-0.015615357493798858,1.7858556825877627
2024-07-31,0.04690674543561841,0.03353891345159835,0.04022282944360838,0.07056297377300096,1.754301593127079
2024-08-30,0.010727053344276656,0.023486650224932695,0.017106851784604676,0.028714670215896687,1.6785479045149896
2024-09-30,0.029043919017607677,0.02199609938931038,0.02552000920345903,0.044581539628276295,1.7469249040174182
2024-10-31,0.013260042275578216,-0.014440998113227708,-0.0005904779188247462,-0.0011126501355737282,1.8843213270164008
2024-11-29,-0.008251186576487704,0.0620846515701516,0.026916732496831946,0.05125428547985035,1.9041793236189755
2024-12-31,0.015303952636232483,-0.05185075903518051,-0.018273403199474014,-0.03436517221099032,1.880611500543013
2025-01-31,-0.011819188076647117,0.03086149433561965,0.009521153129486266,0.018507963779746124,1.943878386161904
2025-02-28,-0.021397975500746718,-0.006116413085958016,-0.013757194293352367,-0.027200225434608986,1.9771637191860003
2025-03-31,0.026639283358673858,-0.033403092262058724,-0.0033819044516924333,-0.006301210026365437,1.863213498894705
2025-04-30,0.04815662468871029,-0.015423070304350524,0.016366777192179882,0.030369150542565036,1.8555363823902697
2025-05-30,-0.024289862119025393,0.019546292460012972,-0.0023717848295062103,-0.004937602886730122,2.0818089505016766
2025-06-30,-0.016728504177059525,0.04017249384292787,0.011721994832934172,0.025693326133518487,2.1918902456201734
2025-07-31,-0.014574430121735185,0.01598785999794907,0.0007067149381069426,0.0016030008967489846,2.2682425548310863
2025-08-29,0.01815882146683279,0.02621456777667329,0.022186694621753038,0.059326404076662766,2.673963160717773
2025-09-30,-0.008584159383582248,0.023662349834334382,0.007539095225376067,0.01806090332440747,2.395632736354852
2025-10-31,0.009045574618199246,0.00722681974810044,0.008136197183149844,0.020575291486265114,2.528858510076031
2025-11-28,-0.024297751594737297,0.0073063179001082584,-0.00849571684731452,-0.02159350181051899,2.541692737481553
2025-12-31,-0.010706350128834526,0.0008001393272784276,-0.004953105400778049,-0.013158237444975468,2.6565631821419613
2026-01-30,0.0013483040243180897,0.032020096217479345,0.016684200120898718,0.048460445533651385,2.904571102150086
2026-02-27,-0.007839564843881937,0.024970405181989418,0.00856542016905374,0.02261565454645811,2.6403438593902115
2026-03-31,0.024569198607293896,-0.04761354091878158,-0.011522171155743843,-0.03370304539324471,2.925060297897382
2026-04-30,-0.013207173984538155,0.035092717357233266,0.010942771686347556,0.02831798076381186,2.5878252398468664
2026-05-29,0.0033405568788388257,0.02230777497788843,0.012824165928363628,0.033320005898130965,2.598220116946243
