ts,asof_etf,asof_eq,trend_on_n,risk_on,letf_on,eq_long,eq_short,lev,risk
2026-06-11T08:22:58+00:00,2026-06-10,2026-06-09,11,True,TQQQ;UPRO,289,288,3.06,정상
