date,nav
2025-03-19,84021568.62799333
2025-03-20,83707397.27465817
2025-03-21,83883370.67093994
2025-03-24,85894669.35511608
2025-03-25,86288809.61890663
2025-03-26,84794370.75119087
2025-03-27,84395653.33992481
2025-03-28,82099192.69539945
2025-03-31,82413276.60348324
2025-04-01,82943854.68747021
2025-04-02,83611131.58752799
2025-04-03,78439289.23411986
2025-04-04,75174691.91080531
2025-04-07,75194625.62544985
2025-04-08,74453447.54252984
2025-04-09,79366065.25954773
2025-04-10,78123113.89551648
2025-04-11,78633421.65573189
2025-04-14,78873250.90551154
2025-04-15,78859787.54377238
2025-04-16,78135397.4421286
2025-04-17,78162614.88379288
2025-04-21,77503476.88113113
2025-04-22,78221873.29659015
2025-04-23,78750470.20655431
2025-04-24,79426968.20301136
2025-04-25,79685585.55853954
2025-04-28,79696892.2733824
2025-04-29,79883780.65498744
2025-04-30,79897902.61854446
2025-05-01,80184579.55552027
2025-05-02,80603154.94864903
2025-05-05,80442380.95242877
2025-05-06,80164789.06875958
2025-05-07,80305319.8716017
2025-05-08,80598228.49768284
2025-05-09,80547722.29317637
2025-05-12,83203861.21906033
2025-05-13,84244307.66748203
2025-05-14,84592432.09536317
2025-05-15,84880724.61955786
2025-05-16,85470129.2673097
2025-05-19,85580384.54819995
2025-05-20,85122854.50056945
2025-05-21,82966586.7237779
2025-05-22,83102490.23691486
2025-05-23,81971218.2938317
2025-05-27,84048249.54198527
2025-05-28,83383826.54454549
2025-05-29,83746318.36004004
2025-05-30,83567685.78831075
2025-06-02,84414690.87465967
2025-06-03,85290535.19786637
2025-06-04,85449869.96488942
2025-06-05,84580595.20576552
2025-06-06,85919559.88691509
2025-06-09,86071262.9826825
2025-06-10,86902229.01211931
2025-06-11,86344326.49440804
2025-06-12,86873063.59146708
2025-06-13,84793914.5967936
2025-06-16,86763296.74971755
2025-06-17,85158650.63607119
2025-06-18,85114647.66152722
2025-06-20,84550338.67895797
2025-06-23,86238080.10490112
2025-06-24,88492421.90474653
2025-06-25,88750668.48510852
2025-06-26,90257275.58501193
2025-06-27,90996796.5600101
2025-06-30,92003205.52889802
2025-07-01,91179645.27771674
2025-07-02,92210006.61407153
2025-07-03,93825823.89266518
2025-07-07,92401218.86879705
2025-07-08,92384171.40181951
2025-07-09,93573815.02373488
2025-07-10,93684576.00417967
2025-07-11,93125826.96439601
2025-07-14,93622808.13374777
2025-07-15,93289981.81727983
2025-07-16,93678880.33220541
2025-07-17,94991692.31280646
2025-07-18,94811972.48140255
2025-07-21,95464517.65797964
2025-07-22,94965142.33508267
2025-07-23,96187371.38502747
2025-07-24,96404850.79756635
2025-07-25,97025022.71652442
2025-07-28,97284644.81321856
2025-07-29,96858049.67966276
2025-07-30,96846615.211267
2025-07-31,95950898.9517132
2025-08-01,92469080.21726729
2025-08-04,95562451.64208317
2025-08-05,94410169.8578451
2025-08-06,96302565.02456637
2025-08-07,96528711.94731216
2025-08-08,98162689.87324709
2025-08-11,97658641.59893808
2025-08-12,99906392.5610764
2025-08-13,100278525.91553916
2025-08-14,100190190.07421416
2025-08-15,99495168.65237227
2025-08-18,99414149.9929154
2025-08-19,97506270.40982085
2025-08-20,96648915.84212537
2025-08-21,95794548.94899337
2025-08-22,98724495.62528075
2025-08-25,97985634.509729
2025-08-26,98769866.62090185
2025-08-27,99127124.65280198
2025-08-28,100079029.66312303
2025-08-29,98303869.11700203
2025-09-02,96732126.77418295
2025-09-03,97998196.07660565
2025-09-04,99684793.03586064
2025-09-05,99520144.46608342
2025-09-08,100230341.92259137
2025-09-09,100726129.40105595
2025-09-10,101030292.50150685
2025-09-11,102437897.33435495
2025-09-12,102835771.03391808
2025-09-15,104242812.46131198
2025-09-16,103990514.77441147
2025-09-17,103633120.78364284
2025-09-18,105031229.82049021
2025-09-19,106241598.63619669
2025-09-22,107352100.60696639
2025-09-23,106033368.71782105
2025-09-24,105302735.97501054
2025-09-25,104342038.9733037
2025-09-26,105348063.21560334
2025-09-29,106111107.89005315
2025-09-30,106780419.35683987
2025-10-01,107635315.24416594
2025-10-02,108180420.41172317
2025-10-03,107701950.71164837
2025-10-06,108875680.50409405
2025-10-07,107877123.43975759
2025-10-08,109735678.79388903
2025-10-09,109263195.61559163
2025-10-10,102495378.50963947
2025-10-13,106222828.17901267
2025-10-14,105416017.23194788
2025-10-15,106532617.89587997
2025-10-16,105471822.71898
2025-10-17,106657599.58957033
2025-10-20,108924513.36599527
2025-10-21,108879695.68711627
2025-10-22,107380243.06442039
2025-10-23,108755349.40560997
2025-10-24,110587792.99826
2025-10-27,113483377.90146425
2025-10-28,114468434.48344217
2025-10-29,114937829.35088877
2025-10-30,112348760.64211312
2025-10-31,113071857.64769077
2025-11-03,113668292.83354694
2025-11-04,110684186.91282824
2025-11-05,111520549.51353534
2025-11-06,108970026.30457951
2025-11-07,108783858.3147398
2025-11-10,112615863.73675206
2025-11-11,112557195.73289931
2025-11-12,112512956.18978849
2025-11-13,108559885.58050391
2025-11-14,108599671.48955858
2025-11-17,106905352.96676248
2025-11-18,104960309.4698053
2025-11-19,105830008.43797122
2025-11-20,102272965.80583186
2025-11-21,103702562.09017748
2025-11-24,107072486.84320103
2025-11-25,108353240.84215668
2025-11-26,109652895.5726085
2025-11-28,110769923.43602666
2025-12-01,110078193.20141649
2025-12-02,110891964.58386147
2025-12-03,111386249.37760323
2025-12-04,111354203.18387613
2025-12-05,111885537.27836157
2025-12-08,111391932.51030494
2025-12-09,111411470.88945909
2025-12-10,112524900.04532301
2025-12-11,112409129.73392533
2025-12-12,109230526.32723421
2025-12-15,108512557.63676333
2025-12-16,108412948.31690787
2025-12-17,105188851.7724586
2025-12-18,107405240.85518827
2025-12-19,109614779.15967128
2025-12-22,110801348.54611282
2025-12-23,111804693.9082255
2025-12-24,112502892.01011942
2025-12-26,112461942.86315897
2025-12-29,111494477.55743323
2025-12-30,111077609.35721147
2025-12-31,109314474.38681588
2026-01-02,109281410.56053509
2026-01-05,110855567.90724152
2026-01-06,112466888.2379654
2026-01-07,112190305.12400633
2026-01-08,111518401.00430053
2026-01-09,113344532.6729748
2026-01-12,113594100.92223941
2026-01-13,113175989.88739403
2026-01-14,111388209.59606297
2026-01-15,112070379.57124294
2026-01-16,111860516.56406137
2026-01-20,107184479.10069244
2026-01-21,109849201.18151714
2026-01-22,111199714.90597214
2026-01-23,111569094.53409995
2026-01-26,112604435.92231935
2026-01-27,114051532.54356536
2026-01-28,114395100.88144608
2026-01-29,113460714.68066461
2026-01-30,111737035.9838378
2026-02-02,113037585.56911813
2026-02-03,110322668.66336136
2026-02-04,107839161.06524253
2026-02-05,104918559.05914028
2026-02-06,109128331.51535568
2026-02-09,110344219.20351408
2026-02-10,109592639.74754654
2026-02-11,109819676.0337944
2026-02-12,106219946.2127525
2026-02-13,106462448.7132142
2026-02-17,106500597.12115729
2026-02-18,107626724.95036285
2026-02-19,106947019.11543733
2026-02-20,108638434.62645224
2026-02-23,106219858.52165152
2026-02-24,108027633.01640111
2026-02-25,110327366.77623233
2026-02-26,108539912.8261326
2026-02-27,107744450.84960979
2026-03-02,107909605.23716348
2026-03-03,105983963.74892925
2026-03-04,108093143.69083531
2026-03-05,107246798.70656264
2026-03-06,104452631.31058879
2026-03-09,106549246.36282781
2026-03-10,106358624.55030061
2026-03-11,106190025.13647018
2026-03-12,102733887.56158859
2026-03-13,101585847.38920794
2026-03-16,103739046.79804024
2026-03-17,104489569.7443433
2026-03-18,101602734.87568864
2026-03-19,101043808.30042897
2026-03-20,97885809.45013401
2026-03-23,99841813.27153607
2026-03-24,98914564.92791514
2026-03-25,100006402.77795039
2026-03-26,96000110.2030283
2026-03-27,92896352.41795675
2026-03-30,92034575.31827214
2026-03-31,96865904.39805996
2026-04-01,98157260.69699232
2026-04-02,98286394.11787957
2026-04-06,98994054.87010565
2026-04-07,99027090.43841463
2026-04-08,102879418.28199306
2026-04-09,103682627.72457829
2026-04-10,103728016.42617267
2026-04-13,105076521.60145517
2026-04-14,107135855.18470961
2026-04-15,108628938.53377642
2026-04-16,109123382.96280915
2026-04-17,110927691.11187522
2026-04-20,110543973.14320715
2026-04-21,109737358.8468787
2026-04-22,111766528.2129619
2026-04-23,111020839.93897822
2026-04-24,113051665.61764884
2026-04-27,113233916.12641564
2026-04-28,111743841.47896004
2026-04-29,112300619.43803392
2026-04-30,114443033.19744538
2026-05-01,115835838.92283495
2026-05-04,115170283.83748586
2026-05-05,117565575.31802848
2026-05-06,121618697.95615426
2026-05-07,121076586.8261194
2026-05-08,124890317.84103732
2026-05-11,125511717.14878786
2026-05-12,124232105.17338368
2026-05-13,126214683.81616132
2026-05-14,128083110.44132133
2026-05-15,124584458.97607891
2026-05-18,123936110.30398916
2026-05-19,122322244.26900953
2026-05-20,125577777.9563292
2026-05-21,126041372.93024157
2026-05-22,127046397.29672426
2026-05-26,130120332.60014011
2026-05-27,129924086.41533972
2026-05-28,131710425.8179427
2026-05-29,132497669.23249948
2026-06-01,133627198.95932738
2026-06-02,134397432.41131508
2026-06-03,133076456.39018425
2026-06-04,132909163.40053031
2026-06-05,123072719.83220816
2026-06-08,124768752.30543707
2026-06-09,123304076.60517731
2026-06-10,119779695.35052818
2026-06-11,120839884.47829156
