date,nav
2024-07-02,113982226.08292663
2024-07-03,114625033.87572849
2024-07-05,115346984.18845847
2024-07-08,115095740.37280498
2024-07-09,115285558.61696845
2024-07-10,116116245.69190921
2024-07-11,115213497.43562368
2024-07-12,115520575.45566931
2024-07-15,115716233.80346154
2024-07-16,116468947.89190646
2024-07-17,114625332.47914422
2024-07-18,114146500.54860856
2024-07-19,113245892.47217067
2024-07-22,114116365.70619333
2024-07-23,113800692.35612847
2024-07-24,111704196.56140928
2024-07-25,110841483.91995598
2024-07-26,111740245.3747659
2024-07-29,111721740.95178907
2024-07-30,111272099.40506941
2024-07-31,112950706.17638054
2024-08-01,111349400.09471896
2024-08-02,109390333.29825751
2024-08-05,106924594.67271191
2024-08-06,107272778.07057956
2024-08-07,106823221.42973529
2024-08-08,108813633.67803869
2024-08-09,109179736.01552567
2024-08-12,109714005.95774685
2024-08-13,110998908.34481956
2024-08-14,110994597.21351434
2024-08-15,112445390.58058447
2024-08-16,113044943.10141209
2024-08-19,113764571.22924799
2024-08-20,113615098.7003252
2024-08-21,113825414.05582683
2024-08-22,112924628.97459728
2024-08-23,113738291.25422205
2024-08-26,113465461.0908696
2024-08-27,113569681.6973524
2024-08-28,112946968.31860802
2024-08-29,113067357.67962046
2024-08-30,113594650.10000749
2024-09-03,111946753.11248899
2024-09-04,111832161.89183402
2024-09-05,111986465.89121188
2024-09-06,110425476.74690194
2024-09-09,111295024.4764054
2024-09-10,111894745.09985366
2024-09-11,112784746.99897732
2024-09-12,113648868.1483593
2024-09-13,114197371.18284357
2024-09-16,114233799.4956673
2024-09-17,114094196.8498257
2024-09-18,113572290.73152493
2024-09-19,115315167.2251169
2024-09-20,115529110.02872832
2024-09-23,115704429.6110536
2024-09-24,116345750.07256782
2024-09-25,116196292.29415676
2024-09-26,116743044.60349482
2024-09-27,116333522.242147
2024-09-30,116316128.48561357
2024-10-01,115906861.42113766
2024-10-02,115961403.36324908
2024-10-03,115496679.92253408
2024-10-04,115853022.45002352
2024-10-07,114961084.83479755
2024-10-08,115534148.34477627
2024-10-09,115823856.94030793
2024-10-10,115782614.80312036
2024-10-11,116341820.78561595
2024-10-14,116785224.56519178
2024-10-15,116204144.03560269
2024-10-16,116534171.53496283
2024-10-17,116474552.3866309
2024-10-18,117113857.84199464
2024-10-21,116795239.38590519
2024-10-22,116978853.80175528
2024-10-23,115747686.07421716
2024-10-24,116310640.15124497
2024-10-25,116434655.65891096
2024-10-28,116610012.06123789
2024-10-29,117218196.80838084
2024-10-30,116773573.28133337
2024-10-31,114907621.51374593
2024-11-01,115145336.00593495
2024-11-04,114978824.34091577
2024-11-05,115823659.26889846
2024-11-06,116779740.2731988
2024-11-07,118121377.352193
2024-11-08,118102465.41293068
2024-11-11,117578181.04877509
2024-11-12,117164266.01029961
2024-11-13,116966911.23767498
2024-11-14,116377629.15254693
2024-11-15,115264248.37661198
2024-11-18,115948004.00895357
2024-11-19,116423251.85695101
2024-11-20,116616114.03346704
2024-11-21,117092556.56661819
2024-11-22,117593668.62376097
2024-11-25,117217694.05752404
2024-11-26,117634561.03663759
2024-11-27,117216803.22455545
2024-11-29,118030780.35356352
2024-12-02,118368241.30047666
2024-12-03,118453097.64806709
2024-12-04,119199683.45946066
2024-12-05,118738696.72281002
2024-12-06,119257487.47428769
2024-12-09,119018815.84094633
2024-12-10,119016864.5722937
2024-12-11,120088724.76897612
2024-12-12,119299373.5341011
2024-12-13,118999067.07021712
2024-12-16,119590475.48539779
2024-12-17,119277789.30155881
2024-12-18,116614227.56787503
2024-12-19,116371624.80127022
2024-12-20,117221820.11785874
2024-12-23,117624504.61604035
2024-12-24,118500805.17526345
2024-12-26,118534930.87972812
2024-12-27,117643184.87355188
2024-12-30,116838926.77611363
2024-12-31,116740791.37989968
2025-01-02,117068211.82640819
2025-01-03,117744925.10368744
2025-01-06,118118988.93554145
2025-01-07,117394283.49668823
2025-01-08,117734687.40500967
2025-01-10,117217934.35328029
2025-01-13,117061261.91703327
2025-01-14,116940879.33156629
2025-01-15,118432638.39555365
2025-01-16,118286010.57862996
2025-01-17,119096727.63711563
2025-01-21,119548567.66841264
2025-01-22,120227673.90584476
2025-01-23,120478291.50966816
2025-01-24,120130708.29785109
2025-01-27,118517028.54238823
2025-01-28,119579568.29009706
2025-01-29,119283738.99461257
2025-01-30,119946697.97845072
2025-01-31,119793818.0300161
2025-02-03,119513601.41020784
2025-02-04,120151778.45918255
2025-02-05,120511899.03902286
2025-02-06,120757564.33211036
2025-02-07,120207185.01961823
2025-02-10,121350357.2859495
2025-02-11,121214818.84662935
2025-02-12,121138558.35107315
2025-02-13,122073312.10659426
2025-02-14,121670244.34565537
2025-02-18,122525904.43005764
2025-02-19,122488133.83666117
2025-02-20,122093249.71502905
2025-02-21,120670961.81830752
2025-02-24,120244184.18299499
2025-02-25,119263267.7453133
2025-02-26,119421898.34063104
2025-02-27,117794878.94611719
2025-02-28,118593889.24481852
2025-03-03,117508277.37904984
2025-03-04,116959532.76552899
2025-03-05,117591884.36551507
2025-03-06,116015365.5284506
2025-03-07,116431365.64698413
2025-03-10,113905719.18652166
2025-03-11,113749110.25802805
2025-03-12,114501374.73610064
2025-03-13,113978660.63055153
2025-03-14,115495488.86603296
2025-03-17,116122820.23812042
2025-03-18,115610803.33799969
2025-03-19,116430316.4647732
2025-03-20,116162470.68959877
2025-03-21,116106353.01593408
2025-03-24,117152604.4807783
2025-03-25,117533291.4690902
2025-03-26,116611465.44807664
2025-03-27,116683385.0126991
2025-03-28,115436953.69561462
2025-03-31,115832398.93416484
2025-04-01,116211266.41257104
2025-04-02,116551611.66275978
2025-04-03,113293025.74995814
2025-04-04,109170141.03790183
2025-04-07,108650283.35400498
2025-04-08,107725662.91588916
2025-04-09,114886494.5218071
2025-04-10,112595410.9920603
2025-04-11,113976649.57508767
2025-04-14,114314965.32765417
2025-04-15,114527965.16082895
2025-04-16,113739704.43622158
2025-04-17,113645286.87147954
2025-04-21,112709454.81320927
2025-04-22,114141426.02056885
2025-04-23,114798427.54518788
2025-04-24,116613700.16020231
2025-04-25,117142074.16638143
2025-04-28,117291360.66293457
2025-04-29,117457815.92032665
2025-04-30,117363937.4016333
2025-05-01,117340822.80083245
2025-05-02,118128654.54175319
2025-05-05,118362842.37806647
2025-05-06,118674139.61696199
2025-05-07,118574597.82060398
2025-05-08,118539091.97983979
2025-05-09,118749064.32495227
2025-05-12,120209480.06014432
2025-05-13,120957658.11154293
2025-05-14,120666636.77347186
2025-05-15,121334989.10667966
2025-05-16,121394945.92556448
2025-05-19,121721470.63438159
2025-05-20,121902509.74999586
2025-05-21,120979733.21414821
2025-05-22,120872996.26712734
2025-05-23,120986919.60789536
2025-05-27,121986472.59954445
2025-05-28,121551440.7119922
2025-05-29,121937825.19551215
2025-05-30,121723292.23437683
2025-06-02,122760057.2767009
2025-06-03,122915462.41279355
2025-06-04,123359920.8739047
2025-06-05,122788124.67436723
2025-06-06,122973964.18439095
2025-06-09,123168474.18214722
2025-06-10,123585334.08968517
2025-06-11,123727771.22091796
2025-06-12,124365485.13032743
2025-06-13,123923054.51507193
2025-06-16,124275845.21562642
2025-06-17,123802021.44873042
2025-06-18,123699937.69236733
2025-06-20,123525226.83026136
2025-06-23,124223574.15634401
2025-06-24,124900806.66728982
2025-06-25,125084537.95207721
2025-06-26,125803265.56171206
2025-06-27,125669078.21935107
2025-06-30,126335423.7542212
2025-07-01,126229190.16903487
2025-07-02,126756012.44035932
2025-07-03,127082516.33751988
2025-07-07,126481842.39580384
2025-07-08,126290020.2151275
2025-07-09,126914555.82591803
2025-07-10,126944818.34916195
2025-07-11,126922740.35470732
2025-07-14,126974106.88824283
2025-07-15,126602765.46405241
2025-07-16,127006765.65238154
2025-07-17,127412575.64326629
2025-07-18,127530257.71173093
2025-07-21,128218290.43124549
2025-07-22,128350254.42293297
2025-07-23,128559125.45276998
2025-07-24,128439365.1766495
2025-07-25,128479239.60454144
2025-07-28,128282055.03046124
2025-07-29,128260015.22016704
2025-07-30,127674500.8140615
2025-07-31,127498759.14454871
2025-08-01,126659409.79084991
2025-08-04,128089406.03626026
2025-08-05,127703231.31758603
2025-08-06,128336935.3636735
2025-08-07,128709330.51597002
2025-08-08,129226458.6347561
2025-08-11,128754767.49148472
2025-08-12,129732094.44805494
2025-08-13,130140095.96820742
2025-08-14,129839646.60398549
2025-08-15,129543977.12558705
2025-08-18,129531424.5075153
2025-08-19,128668071.57752892
2025-08-20,128568491.16450733
2025-08-21,128186131.24355626
2025-08-22,129909611.24265003
2025-08-25,129451186.5067094
2025-08-26,129854211.89571925
2025-08-27,130029308.29906316
2025-08-28,130634946.85903905
2025-08-29,130065121.24804619
2025-09-02,130061834.74644908
2025-09-03,130816549.05814439
2025-09-04,131558183.08580613
2025-09-05,131950580.3628898
2025-09-08,132734053.74583727
2025-09-09,132865572.88273717
2025-09-10,133241943.92392252
2025-09-11,133952473.76945108
2025-09-12,134077815.48143612
2025-09-15,135048203.26612794
2025-09-16,134960017.02634436
2025-09-17,134615629.3561137
2025-09-18,135050476.80401078
2025-09-19,135667977.5118275
2025-09-22,136496317.82797477
2025-09-23,136243309.15746537
2025-09-24,135743629.42217994
2025-09-25,135483571.40302834
2025-09-26,136001711.0324503
2025-09-29,136769745.3999337
2025-09-30,137199339.13893598
2025-10-01,137684990.83240548
2025-10-02,137858714.67406356
2025-10-03,137990221.92385125
2025-10-06,139398948.62354186
2025-10-07,139303345.16884217
2025-10-08,140702939.0460385
2025-10-09,139751779.68816704
2025-10-10,136641610.5173938
2025-10-13,139388715.46336392
2025-10-14,139349119.23901996
2025-10-15,140332451.3325969
2025-10-16,140744884.47635207
2025-10-17,140556954.35027283
2025-10-20,142749137.8039739
2025-10-21,141053733.30722806
2025-10-22,140436577.05704185
2025-10-23,141015389.34067082
2025-10-24,141771129.56636
2025-10-27,142315506.19870844
2025-10-28,142431688.58844334
2025-10-29,142311232.06861335
2025-10-30,141812354.4339679
2025-10-31,141940104.71935812
2025-11-03,142270434.0038185
2025-11-04,140295173.68849894
2025-11-05,141009176.2579506
2025-11-06,139870684.95520177
2025-11-07,140028602.09230947
2025-11-10,142302775.91996032
2025-11-11,142642652.65726742
2025-11-12,143305658.72571215
2025-11-13,141380388.8470833
2025-11-14,140760358.33849424
2025-11-17,139831653.06351396
2025-11-18,139263343.639205
2025-11-19,139838574.84093472
2025-11-20,138517547.17883247
2025-11-21,139087681.4005241
2025-11-24,141121643.8132581
2025-11-25,141786559.30588832
2025-11-26,142723327.26459226
2025-11-28,143423830.27500066
2025-12-01,142868738.59783363
2025-12-02,143187889.460431
2025-12-03,143433858.9676753
2025-12-04,143259142.0670073
2025-12-05,143430257.9100804
2025-12-08,143142209.11426586
2025-12-09,143457212.02131516
2025-12-10,144116716.01515192
2025-12-11,144430379.8800983
2025-12-12,143359468.63457516
2025-12-15,143107446.55841926
2025-12-16,143014314.1171726
2025-12-17,142213786.45925185
2025-12-18,143045015.37597737
2025-12-19,144272195.6345645
2025-12-22,145289711.1722411
2025-12-23,145982699.58069217
2025-12-24,146128148.74229833
2025-12-26,146627467.99809575
2025-12-29,144950311.8353499
2025-12-30,144858914.2593486
2025-12-31,143999722.04439667
2026-01-02,144206831.62650567
2026-01-05,145614949.9270389
2026-01-06,146479609.92862016
2026-01-07,146072508.6619376
2026-01-08,145873693.0585627
2026-01-09,146936950.0270447
2026-01-12,147870593.7675676
2026-01-13,147677535.81981
2026-01-14,147486921.31402922
2026-01-15,147490150.20919374
2026-01-16,147073493.8572083
2026-01-20,146384264.62460002
2026-01-21,148206703.01183105
2026-01-22,149459268.15284666
2026-01-23,149759206.27343825
2026-01-26,150388027.50863123
2026-01-27,152146245.61640105
2026-01-28,153395252.65162948
2026-01-29,153321005.80691043
2026-01-30,149104197.82869917
2026-02-02,148467178.0758391
2026-02-03,149689877.92012602
2026-02-04,148937068.198344
2026-02-05,146826229.4127117
2026-02-06,150189967.4880716
2026-02-09,151806725.12199393
2026-02-10,151247233.4535369
2026-02-11,151690479.56108016
2026-02-12,149054215.26406032
2026-02-13,150046428.67178848
2026-02-17,149118271.3606989
2026-02-18,150513856.73043364
2026-02-19,150421435.90214255
2026-02-20,151913250.75326875
2026-02-23,151709658.8923508
2026-02-24,152270305.81561804
2026-02-25,153330445.44405797
2026-02-26,152795349.93295383
2026-02-27,153132905.97946382
2026-03-02,153190907.16923627
2026-03-03,150213616.08850938
2026-03-04,151555377.47492886
2026-03-05,150464199.7381237
2026-03-06,150449634.7029782
2026-03-09,151354793.80903974
2026-03-10,151575738.82943997
2026-03-11,151327948.5956172
2026-03-12,149621401.24243927
2026-03-13,148591465.86912492
2026-03-16,149627086.15586072
2026-03-17,150181416.7741936
2026-03-18,148038570.91016427
2026-03-19,146228949.33281747
2026-03-20,143707794.16474703
2026-03-23,143742473.8394968
2026-03-24,143527212.1191197
2026-03-25,144928112.09033147
2026-03-26,142421416.3052736
2026-03-27,142311080.74926254
2026-03-30,142131779.50493574
2026-03-31,145130257.01717365
2026-04-01,146292334.5446112
2026-04-02,146100615.26171368
2026-04-06,146521539.10766587
2026-04-07,146782036.24159113
2026-04-08,148677263.34693724
2026-04-09,149422777.60299596
2026-04-10,149460998.91431776
2026-04-13,150290281.34818497
2026-04-14,151810127.35204288
2026-04-15,152320663.76497048
2026-04-16,152752190.79902652
2026-04-17,153536297.32433388
2026-04-20,153381105.37245053
2026-04-21,152468796.68372217
2026-04-22,153911972.04518315
2026-04-23,153373832.0685925
2026-04-24,154603227.4227452
2026-04-27,154614099.67893985
2026-04-28,153718410.97687936
2026-04-29,154129251.66699126
2026-04-30,154554050.175208
2026-05-01,154979518.28070518
2026-05-04,154457788.04604155
2026-05-05,155540653.63122705
2026-05-06,157307293.30482742
2026-05-07,157260350.84989652
2026-05-08,158842404.8755076
2026-05-11,159469672.83558816
2026-05-12,158922549.11729783
2026-05-13,159558758.88897514
2026-05-14,160117938.46074682
2026-05-15,158334541.997677
2026-05-18,158295906.7194614
2026-05-19,157346855.80438393
2026-05-20,158582697.84117052
2026-05-21,158723708.33045703
2026-05-22,158855019.58086535
2026-05-26,160004028.35206696
2026-05-27,159433664.4803126
2026-05-28,160315911.28117722
2026-05-29,160783848.06744704
2026-06-01,161143915.39448175
2026-06-02,161591150.82583398
2026-06-03,160933747.58314866
2026-06-04,160946463.87294438
2026-06-05,156198673.36476937
2026-06-08,157208562.5159823
2026-06-09,156184819.79793254
2026-06-10,153828396.99030346
2026-06-11,156605385.04991046
